Source,Latitude,Longitude,Time Zone,Elevation
NASA,-90.0,-0.0,14,2811.04
Year,Month,Day,Hour,Wspd,Tdry,DHI,DNI,GHI,rh,wdir,Albedo
2001,7,27,9,5.425,-57.009,0.0,0.0,0.0,100.0,54.318,0.01
2001,7,27,10,5.418,-56.775,0.0,0.0,0.0,100.0,53.857,0.01
2001,7,27,11,5.384,-56.533,0.0,0.0,0.0,100.0,54.211,0.01
2001,7,27,12,5.341,-56.306,0.0,0.0,0.0,100.0,54.706,0.01
2001,7,27,13,5.284,-56.087,0.0,0.0,0.0,100.0,54.994,0.01
2001,7,27,14,5.186,-55.931,0.0,0.0,0.0,100.0,55.496,0.01
2001,7,27,15,5.068,-55.83,0.0,0.0,0.0,100.0,56.506,0.01
2001,7,27,16,4.942,-55.759,0.0,0.0,0.0,100.0,57.918,0.01
2001,7,27,17,4.887,-55.83,0.0,0.0,0.0,100.0,58.266,0.01
2001,7,27,18,4.894,-56.017,0.0,0.0,0.0,100.0,57.781,0.01
2001,7,27,19,4.922,-56.252,0.0,0.0,0.0,100.0,57.445,0.01
2001,7,27,20,4.969,-56.525,0.0,0.0,0.0,100.0,56.935,0.01
2001,7,27,21,5.031,-56.791,0.0,0.0,0.0,100.0,56.014,0.01
2001,7,27,22,5.086,-57.072,0.0,0.0,0.0,100.0,54.503,0.01
2001,7,27,23,5.08,-57.345,0.0,0.0,0.0,100.0,52.813,0.01
2001,7,28,0,5.011,-57.65,0.0,0.0,0.0,100.0,51.075,0.01
2001,7,28,1,4.933,-57.939,0.0,0.0,0.0,100.0,49.625,0.01
2001,7,28,2,4.859,-58.22,0.0,0.0,0.0,100.0,48.389,0.01
2001,7,28,3,4.788,-58.494,0.0,0.0,0.0,100.0,47.38,0.01
2001,7,28,4,4.731,-58.752,0.0,0.0,0.0,100.0,46.606,0.01
2001,7,28,5,4.675,-58.978,0.0,0.0,0.0,100.0,46.49,0.01
2001,7,28,6,4.643,-59.173,0.0,0.0,0.0,100.0,46.909,0.01
2001,7,28,7,4.627,-59.377,0.0,0.0,0.0,100.0,47.258,0.01
2001,7,28,8,4.611,-59.58,0.0,0.0,0.0,100.0,47.335,0.01
2001,7,28,9,4.584,-59.767,0.0,0.0,0.0,100.0,47.556,0.01
2001,7,28,10,4.546,-59.939,0.0,0.0,0.0,100.0,47.786,0.01
2001,7,28,11,4.468,-60.134,0.0,0.0,0.0,100.0,47.551,0.01
2001,7,28,12,4.384,-60.392,0.0,0.0,0.0,100.0,47.094,0.01
2001,7,28,13,4.31,-60.634,0.0,0.0,0.0,100.0,46.322,0.01
2001,7,28,14,4.265,-60.877,0.0,0.0,0.0,100.0,45.297,0.01
2001,7,28,15,4.243,-61.142,0.0,0.0,0.0,100.0,44.254,0.01
2001,7,28,16,4.228,-61.384,0.0,0.0,0.0,100.0,43.128,0.01
2001,7,28,17,4.277,-61.587,0.0,0.0,0.0,100.0,41.816,0.01
2001,7,28,18,4.367,-61.744,0.0,0.0,0.0,100.0,40.501,0.01
2001,7,28,19,4.413,-61.884,0.0,0.0,0.0,100.0,39.325,0.01
2001,7,28,20,4.43,-62.017,0.0,0.0,0.0,100.0,38.628,0.01
2001,7,28,21,4.428,-62.158,0.0,0.0,0.0,100.0,38.265,0.01
2001,7,28,22,4.414,-62.283,0.0,0.0,0.0,100.0,38.533,0.01
2001,7,28,23,4.384,-62.361,0.0,0.0,0.0,100.0,38.851,0.01
2001,7,29,0,4.374,-62.408,0.0,0.0,0.0,100.0,39.347,0.01
2001,7,29,1,4.392,-62.455,0.0,0.0,0.0,100.0,39.949,0.01
2001,7,29,2,4.444,-62.462,0.0,0.0,0.0,100.0,40.579,0.01
2001,7,29,3,4.479,-62.431,0.0,0.0,0.0,100.0,41.252,0.01
2001,7,29,4,4.503,-62.384,0.0,0.0,0.0,100.0,41.906,0.01
2001,7,29,5,4.533,-62.33,0.0,0.0,0.0,100.0,42.905,0.01
2001,7,29,6,4.536,-62.314,0.0,0.0,0.0,100.0,43.953,0.01
2001,7,29,7,4.513,-62.283,0.0,0.0,0.0,100.0,44.93,0.01
2001,7,29,8,4.481,-62.244,0.0,0.0,0.0,100.0,45.918,0.01
2001,7,29,9,4.444,-62.197,0.0,0.0,0.0,100.0,46.995,0.01
2001,7,29,10,4.41,-62.142,0.0,0.0,0.0,100.0,48.375,0.01
2001,7,29,11,4.406,-62.033,0.0,0.0,0.0,100.0,50.468,0.01
2001,7,29,12,4.468,-62.002,0.0,0.0,0.0,100.0,52.389,0.01
2001,7,29,13,4.538,-62.111,0.0,0.0,0.0,100.0,53.683,0.01
2001,7,29,14,4.628,-62.267,0.0,0.0,0.0,100.0,54.62,0.01
2001,7,29,15,4.727,-62.478,0.0,0.0,0.0,100.0,55.233,0.01
2001,7,29,16,4.826,-62.767,0.0,0.0,0.0,100.0,55.487,0.01
2001,7,29,17,4.917,-63.158,0.0,0.0,0.0,100.0,55.552,0.01
2001,7,29,18,5.008,-63.603,0.0,0.0,0.0,100.0,55.938,0.01
2001,7,29,19,5.114,-63.916,0.0,0.0,0.0,100.0,56.528,0.01
2001,7,29,20,5.214,-64.025,0.0,0.0,0.0,100.0,57.048,0.01
2001,7,29,21,5.312,-63.916,0.0,0.0,0.0,100.0,57.432,0.01
2001,7,29,22,5.41,-63.642,0.0,0.0,0.0,100.0,57.802,0.01
2001,7,29,23,5.487,-63.33,0.0,0.0,0.0,100.0,58.686,0.01
2001,7,30,0,5.541,-63.025,0.0,0.0,0.0,100.0,59.965,0.01
2001,7,30,1,5.591,-62.791,0.0,0.0,0.0,100.0,61.179,0.01
2001,7,30,2,5.63,-62.658,0.0,0.0,0.0,100.0,62.297,0.01
2001,7,30,3,5.653,-62.587,0.0,0.0,0.0,100.0,63.4,0.01
2001,7,30,4,5.668,-62.572,0.0,0.0,0.0,100.0,64.353,0.01
2001,7,30,5,5.7,-62.619,0.0,0.0,0.0,100.0,64.594,0.01
2001,7,30,6,5.717,-62.728,0.0,0.0,0.0,100.0,64.591,0.01
2001,7,30,7,5.732,-62.822,0.0,0.0,0.0,100.0,64.832,0.01
2001,7,30,8,5.754,-62.877,0.0,0.0,0.0,100.0,65.279,0.01
2001,7,30,9,5.803,-62.939,0.0,0.0,0.0,100.0,66.092,0.01
2001,7,30,10,5.882,-63.002,0.0,0.0,0.0,100.0,67.181,0.01
2001,7,30,11,6.005,-63.064,0.0,0.0,0.0,100.0,68.877,0.01
2001,7,30,12,6.165,-63.119,0.0,0.0,0.0,100.0,70.532,0.01
2001,7,30,13,6.31,-63.244,0.0,0.0,0.0,100.0,72.193,0.01
2001,7,30,14,6.419,-63.431,0.0,0.0,0.0,100.0,74.035,0.01
2001,7,30,15,6.505,-63.72,0.0,0.0,0.0,98.812,76.031,0.01
2001,7,30,16,6.641,-64.041,0.0,0.0,0.0,97.5,77.844,0.01
2001,7,30,17,6.752,-64.439,0.0,0.0,0.0,96.438,79.197,0.01
2001,7,30,18,6.823,-64.939,0.0,0.0,0.0,95.625,80.376,0.01
2001,7,30,19,6.897,-65.462,0.0,0.0,0.0,94.812,81.466,0.01
2001,7,30,20,6.953,-65.962,0.0,0.0,0.0,94.188,82.316,0.01
2001,7,30,21,6.959,-66.384,0.0,0.0,0.0,93.875,82.971,0.01
2001,7,30,22,6.938,-66.697,0.0,0.0,0.0,93.0,83.275,0.01
2001,7,30,23,6.835,-66.923,0.0,0.0,0.0,92.188,82.842,0.01
2001,7,31,0,6.659,-67.119,0.0,0.0,0.0,91.5,81.499,0.01
2001,7,31,1,6.531,-67.244,0.0,0.0,0.0,91.938,80.29,0.01
2001,7,31,2,6.44,-67.283,0.0,0.0,0.0,93.562,78.949,0.01
2001,7,31,3,6.234,-67.166,0.0,0.0,0.0,98.25,77.479,0.01
2001,7,31,4,6.207,-67.064,0.0,0.0,0.0,99.375,75.719,0.01
2001,7,31,5,6.174,-67.048,0.0,0.0,0.0,100.0,74.363,0.01
2001,7,31,6,6.12,-67.127,0.0,0.0,0.0,100.0,73.994,0.01
2001,7,31,7,6.075,-67.236,0.0,0.0,0.0,100.0,74.409,0.01
2001,7,31,8,6.062,-67.345,0.0,0.0,0.0,100.0,75.14,0.01
2001,7,31,9,6.086,-67.408,0.0,0.0,0.0,100.0,75.732,0.01
2001,7,31,10,6.097,-67.462,0.0,0.0,0.0,100.0,75.91,0.01
2001,7,31,11,6.166,-67.541,0.0,0.0,0.0,100.0,75.471,0.01
2001,7,31,12,6.176,-67.619,0.0,0.0,0.0,100.0,74.294,0.01
2001,7,31,13,6.094,-67.681,0.0,0.0,0.0,100.0,72.773,0.01
2001,7,31,14,6.023,-67.736,0.0,0.0,0.0,100.0,71.236,0.01
2001,7,31,15,5.995,-67.822,0.0,0.0,0.0,100.0,69.558,0.01
2001,7,31,16,6.002,-67.978,0.0,0.0,0.0,100.0,67.742,0.01
2001,7,31,17,6.012,-68.072,0.0,0.0,0.0,100.0,66.0,0.01
2001,7,31,18,6.074,-68.15,0.0,0.0,0.0,100.0,64.885,0.01
2001,7,31,19,6.203,-68.228,0.0,0.0,0.0,100.0,64.565,0.01
2001,7,31,20,6.37,-68.205,0.0,0.0,0.0,100.0,64.346,0.01
2001,7,31,21,6.565,-68.103,0.0,0.0,0.0,100.0,63.648,0.01
2001,7,31,22,6.762,-67.931,0.0,0.0,0.0,100.0,62.399,0.01
2001,7,31,23,6.848,-67.658,0.0,0.0,0.0,100.0,60.774,0.01
2001,8,1,0,6.891,-67.283,0.0,0.0,0.0,100.0,58.869,0.01
2001,8,1,1,6.949,-66.814,0.0,0.0,0.0,100.0,56.882,0.01
2001,8,1,2,6.974,-66.259,0.0,0.0,0.0,100.0,55.313,0.01
2001,8,1,3,6.959,-65.728,0.0,0.0,0.0,100.0,54.365,0.01
2001,8,1,4,6.897,-65.244,0.0,0.0,0.0,100.0,54.311,0.01
2001,8,1,5,6.9,-64.814,0.0,0.0,0.0,100.0,55.284,0.01
2001,8,1,6,6.899,-64.478,0.0,0.0,0.0,100.0,56.922,0.01
2001,8,1,7,6.851,-64.228,0.0,0.0,0.0,100.0,58.666,0.01
2001,8,1,8,6.803,-64.017,0.0,0.0,0.0,100.0,60.255,0.01
2001,8,1,9,6.705,-63.791,0.0,0.0,0.0,100.0,61.464,0.01
2001,8,1,10,6.545,-63.502,0.0,0.0,0.0,100.0,62.487,0.01
2001,8,1,11,6.464,-63.423,0.0,0.0,0.0,100.0,63.59,0.01
2001,8,1,12,6.486,-63.533,0.0,0.0,0.0,100.0,65.596,0.01
2001,8,1,13,6.582,-63.689,0.0,0.0,0.0,100.0,67.971,0.01
2001,8,1,14,6.64,-64.002,0.0,0.0,0.0,100.0,70.265,0.01
2001,8,1,15,6.682,-64.541,0.0,0.0,0.0,100.0,72.794,0.01
2001,8,1,16,6.824,-65.33,0.0,0.0,0.0,100.0,75.073,0.01
2001,8,1,17,6.749,-65.814,0.0,0.0,0.0,98.312,76.205,0.01
2001,8,1,18,6.688,-65.877,0.0,0.0,0.0,95.0,74.762,0.01
2001,8,1,19,6.649,-65.869,0.0,0.0,0.0,93.812,72.14,0.01
2001,8,1,20,6.54,-65.814,0.0,0.0,0.0,94.75,69.292,0.01
2001,8,1,21,6.339,-65.658,0.0,0.0,0.0,97.938,66.848,0.01
2001,8,1,22,6.109,-65.377,0.0,0.0,0.0,100.0,64.877,0.01
2001,8,1,23,5.982,-65.064,0.0,0.0,0.0,100.0,63.134,0.01
2001,8,2,0,5.914,-64.775,0.0,0.0,0.0,100.0,61.945,0.01
2001,8,2,1,5.923,-64.47,0.0,0.0,0.0,100.0,61.136,0.01
2001,8,2,2,5.964,-64.181,0.0,0.0,0.0,100.0,60.581,0.01
2001,8,2,3,6.02,-63.947,0.0,0.0,0.0,100.0,60.108,0.01
2001,8,2,4,6.054,-63.837,0.0,0.0,0.0,100.0,59.696,0.01
2001,8,2,5,6.071,-63.83,0.0,0.0,0.0,100.0,59.706,0.01
2001,8,2,6,6.049,-63.892,0.0,0.0,0.0,100.0,59.925,0.01
2001,8,2,7,5.998,-64.017,0.0,0.0,0.0,100.0,60.163,0.01
2001,8,2,8,5.914,-64.205,0.0,0.0,0.0,100.0,60.218,0.01
2001,8,2,9,5.816,-64.431,0.0,0.0,0.0,100.0,60.198,0.01
2001,8,2,10,5.72,-64.681,0.0,0.0,0.0,100.0,60.459,0.01
2001,8,2,11,5.716,-64.947,0.0,0.0,0.0,100.0,61.333,0.01
2001,8,2,12,5.78,-65.212,0.0,0.0,0.0,100.0,62.465,0.01
2001,8,2,13,5.852,-65.431,0.0,0.0,0.0,100.0,63.435,0.01
2001,8,2,14,5.898,-65.65,0.0,0.0,0.0,100.0,63.74,0.01
2001,8,2,15,5.912,-65.931,0.0,0.0,0.0,100.0,63.807,0.01
2001,8,2,16,5.884,-66.275,0.0,0.0,0.0,100.0,64.013,0.01
2001,8,2,17,5.755,-66.627,0.0,0.0,0.0,100.0,63.818,0.01
2001,8,2,18,5.626,-66.947,0.0,0.0,0.0,100.0,62.723,0.01
2001,8,2,19,5.545,-67.197,0.0,0.0,0.0,100.0,61.196,0.01
2001,8,2,20,5.504,-67.369,0.0,0.0,0.0,100.0,59.65,0.01
2001,8,2,21,5.487,-67.447,0.0,0.0,0.0,100.0,58.211,0.01
2001,8,2,22,5.508,-67.462,0.0,0.0,0.0,100.0,56.806,0.01
2001,8,2,23,5.521,-67.4,0.0,0.0,0.0,100.0,55.725,0.01
2001,8,3,0,5.499,-67.298,0.0,0.0,0.0,100.0,54.775,0.01
2001,8,3,1,5.455,-67.189,0.0,0.0,0.0,100.0,53.737,0.01
2001,8,3,2,5.38,-67.08,0.0,0.0,0.0,100.0,52.731,0.01
2001,8,3,3,5.291,-66.994,0.0,0.0,0.0,100.0,51.776,0.01
2001,8,3,4,5.187,-66.884,0.0,0.0,0.0,100.0,50.868,0.01
2001,8,3,5,5.135,-66.767,0.0,0.0,0.0,100.0,50.619,0.01
2001,8,3,6,5.123,-66.627,0.0,0.0,0.0,100.0,50.508,0.01
2001,8,3,7,5.114,-66.462,0.0,0.0,0.0,100.0,50.206,0.01
2001,8,3,8,5.083,-66.322,0.0,0.0,0.0,100.0,49.676,0.01
2001,8,3,9,5.007,-66.189,0.0,0.0,0.0,100.0,49.176,0.01
2001,8,3,10,4.901,-66.087,0.0,0.0,0.0,100.0,48.943,0.01
2001,8,3,11,4.827,-66.111,0.0,0.0,0.0,100.0,48.674,0.01
2001,8,3,12,4.794,-66.189,0.0,0.0,0.0,100.0,48.7,0.01
2001,8,3,13,4.785,-66.291,0.0,0.0,0.0,100.0,49.104,0.01
2001,8,3,14,4.8,-66.353,0.0,0.0,0.0,100.0,49.621,0.01
2001,8,3,15,4.825,-66.416,0.0,0.0,0.0,100.0,50.123,0.01
2001,8,3,16,4.875,-66.455,0.0,0.0,0.0,100.0,50.724,0.01
2001,8,3,17,4.865,-66.416,0.0,0.0,0.0,100.0,50.866,0.01
2001,8,3,18,4.834,-66.361,0.0,0.0,0.0,100.0,50.574,0.01
2001,8,3,19,4.818,-66.306,0.0,0.0,0.0,100.0,49.933,0.01
2001,8,3,20,4.79,-66.283,0.0,0.0,0.0,100.0,49.034,0.01
2001,8,3,21,4.763,-66.267,0.0,0.0,0.0,100.0,48.125,0.01
2001,8,3,22,4.722,-66.252,0.0,0.0,0.0,100.0,47.414,0.01
2001,8,3,23,4.704,-66.228,0.0,0.0,0.0,100.0,46.952,0.01
2001,8,4,0,4.719,-66.212,0.0,0.0,0.0,100.0,46.476,0.01
2001,8,4,1,4.757,-66.166,0.0,0.0,0.0,100.0,45.998,0.01
2001,8,4,2,4.817,-66.095,0.0,0.0,0.0,100.0,45.526,0.01
2001,8,4,3,4.895,-66.041,0.0,0.0,0.0,100.0,44.871,0.01
2001,8,4,4,4.978,-65.962,0.0,0.0,0.0,100.0,43.792,0.01
2001,8,4,5,5.053,-65.892,0.0,0.0,0.0,100.0,42.87,0.01
2001,8,4,6,5.104,-65.798,0.0,0.0,0.0,100.0,42.333,0.01
2001,8,4,7,5.118,-65.697,0.0,0.0,0.0,100.0,41.844,0.01
2001,8,4,8,5.114,-65.587,0.0,0.0,0.0,100.0,41.532,0.01
2001,8,4,9,5.081,-65.439,0.0,0.0,0.0,100.0,41.385,0.01
2001,8,4,10,5.059,-65.283,0.0,0.0,0.0,100.0,41.369,0.01
2001,8,4,11,5.02,-65.041,0.0,0.0,0.0,100.0,42.73,0.01
2001,8,4,12,5.005,-64.72,0.0,0.0,0.0,100.0,44.747,0.01
2001,8,4,13,5.006,-64.408,0.0,0.0,0.0,100.0,46.138,0.01
2001,8,4,14,4.992,-64.15,0.0,0.0,0.0,100.0,47.22,0.01
2001,8,4,15,4.968,-63.986,0.0,0.0,0.0,100.0,48.06,0.01
2001,8,4,16,4.938,-63.884,0.0,0.0,0.0,100.0,48.72,0.01
2001,8,4,17,4.904,-63.986,0.0,0.0,0.0,100.0,47.389,0.01
2001,8,4,18,4.878,-64.244,0.0,0.0,0.0,100.0,45.195,0.01
2001,8,4,19,4.868,-64.548,0.0,0.0,0.0,100.0,43.765,0.01
2001,8,4,20,4.882,-64.822,0.0,0.0,0.0,100.0,42.73,0.01
2001,8,4,21,4.924,-65.017,0.0,0.0,0.0,100.0,41.785,0.01
2001,8,4,22,4.995,-65.158,0.0,0.0,0.0,100.0,40.941,0.01
2001,8,4,23,5.074,-65.212,0.0,0.0,0.0,100.0,40.065,0.01
2001,8,5,0,5.176,-65.189,0.0,0.0,0.0,100.0,39.119,0.01
2001,8,5,1,5.281,-65.15,0.0,0.0,0.0,100.0,38.091,0.01
2001,8,5,2,5.361,-65.08,0.0,0.0,0.0,100.0,37.003,0.01
2001,8,5,3,5.44,-65.009,0.0,0.0,0.0,100.0,35.767,0.01
2001,8,5,4,5.478,-64.923,0.0,0.0,0.0,100.0,34.483,0.01
2001,8,5,5,5.469,-64.83,0.0,0.0,0.0,100.0,33.758,0.01
2001,8,5,6,5.476,-64.791,0.0,0.0,0.0,100.0,33.418,0.01
2001,8,5,7,5.502,-64.759,0.0,0.0,0.0,100.0,33.239,0.01
2001,8,5,8,5.468,-64.736,0.0,0.0,0.0,100.0,32.691,0.01
2001,8,5,9,5.421,-64.712,0.0,0.0,0.0,100.0,32.224,0.01
2001,8,5,10,5.499,-64.697,0.0,0.0,0.0,100.0,32.29,0.01
2001,8,5,11,5.516,-64.759,0.0,0.0,0.0,100.0,32.565,0.01
2001,8,5,12,5.485,-64.837,0.0,0.0,0.0,100.0,32.966,0.01
2001,8,5,13,5.411,-64.908,0.0,0.0,0.0,100.0,33.277,0.01
2001,8,5,14,5.317,-64.97,0.0,0.0,0.0,100.0,33.433,0.01
2001,8,5,15,5.224,-65.041,0.0,0.0,0.0,100.0,33.595,0.01
2001,8,5,16,5.114,-65.103,0.0,0.0,0.0,100.0,33.787,0.01
2001,8,5,17,5.09,-65.15,0.0,0.0,0.0,100.0,34.178,0.01
2001,8,5,18,5.11,-65.166,0.0,0.0,0.0,100.0,34.346,0.01
2001,8,5,19,5.134,-65.22,0.0,0.0,0.0,100.0,34.899,0.01
2001,8,5,20,5.165,-65.322,0.0,0.0,0.0,100.0,35.83,0.01
2001,8,5,21,5.181,-65.4,0.0,0.0,0.0,100.0,36.663,0.01
2001,8,5,22,5.176,-65.455,0.0,0.0,0.0,100.0,38.012,0.01
2001,8,5,23,5.096,-65.494,0.0,0.0,0.0,100.0,39.963,0.01
2001,8,6,0,4.994,-65.509,0.0,0.0,0.0,100.0,42.274,0.01
2001,8,6,1,4.983,-65.525,0.0,0.0,0.0,100.0,44.746,0.01
2001,8,6,2,4.985,-65.541,0.0,0.0,0.0,100.0,46.778,0.01
2001,8,6,3,4.987,-65.509,0.0,0.0,0.0,100.0,48.493,0.01
2001,8,6,4,5.007,-65.47,0.0,0.0,0.0,100.0,49.874,0.01
2001,8,6,5,5.018,-65.431,0.0,0.0,0.0,100.0,51.257,0.01
2001,8,6,6,5.025,-65.4,0.0,0.0,0.0,100.0,52.898,0.01
2001,8,6,7,5.04,-65.345,0.0,0.0,0.0,100.0,54.462,0.01
2001,8,6,8,5.068,-65.275,0.0,0.0,0.0,100.0,55.869,0.01
2001,8,6,9,5.095,-65.189,0.0,0.0,0.0,100.0,57.017,0.01
2001,8,6,10,5.112,-65.111,0.0,0.0,0.0,100.0,58.18,0.01
2001,8,6,11,5.15,-64.916,0.0,0.0,0.0,100.0,60.363,0.01
2001,8,6,12,5.214,-64.689,0.0,0.0,0.0,100.0,62.13,0.01
2001,8,6,13,5.255,-64.572,0.0,0.0,0.0,100.0,62.749,0.01
2001,8,6,14,5.259,-64.603,0.0,0.0,0.0,100.0,62.864,0.01
2001,8,6,15,5.234,-64.752,0.0,0.0,0.0,100.0,62.823,0.01
2001,8,6,16,5.179,-64.978,0.0,0.0,0.0,100.0,62.314,0.01
2001,8,6,17,5.143,-65.369,0.0,0.0,0.0,100.0,59.812,0.01
2001,8,6,18,5.155,-65.775,0.0,0.0,0.0,100.0,56.623,0.01
2001,8,6,19,5.194,-66.017,0.0,0.0,0.0,100.0,53.871,0.01
2001,8,6,20,5.284,-66.017,0.0,0.0,0.0,100.0,51.724,0.01
2001,8,6,21,5.441,-65.814,0.0,0.0,0.0,100.0,50.068,0.01
2001,8,6,22,5.608,-65.541,0.0,0.0,0.0,100.0,48.784,0.01
2001,8,6,23,5.691,-65.306,0.0,0.0,0.0,100.0,47.837,0.01
2001,8,7,0,5.734,-65.181,0.0,0.0,0.0,100.0,47.485,0.01
2001,8,7,1,5.806,-65.111,0.0,0.0,0.0,100.0,47.508,0.01
2001,8,7,2,5.863,-65.087,0.0,0.0,0.0,100.0,47.808,0.01
2001,8,7,3,5.905,-65.103,0.0,0.0,0.0,100.0,48.379,0.01
2001,8,7,4,5.952,-65.08,0.0,0.0,0.0,100.0,48.779,0.01
2001,8,7,5,6.015,-65.033,0.0,0.0,0.0,100.0,49.108,0.01
2001,8,7,6,6.062,-64.931,0.0,0.0,0.0,100.0,49.495,0.01
2001,8,7,7,6.075,-64.806,0.0,0.0,0.0,100.0,49.694,0.01
2001,8,7,8,6.093,-64.697,0.0,0.0,0.0,100.0,49.837,0.01
2001,8,7,9,6.101,-64.611,0.0,0.0,0.0,100.0,50.091,0.01
2001,8,7,10,6.111,-64.564,0.0,0.0,0.0,100.0,50.551,0.01
2001,8,7,11,6.153,-64.525,0.0,0.0,0.0,100.0,51.34,0.01
2001,8,7,12,6.205,-64.486,0.0,0.0,0.0,100.0,52.365,0.01
2001,8,7,13,6.219,-64.509,0.0,0.0,0.0,100.0,53.634,0.01
2001,8,7,14,6.238,-64.611,0.0,0.0,0.0,100.0,54.996,0.01
2001,8,7,15,6.256,-64.752,0.0,0.0,0.0,100.0,56.151,0.01
2001,8,7,16,6.276,-64.9,0.0,0.0,0.0,100.0,57.042,0.01
2001,8,7,17,6.246,-65.08,0.0,0.0,0.0,100.0,57.463,0.01
2001,8,7,18,6.214,-65.283,0.0,0.0,0.0,100.0,57.529,0.01
2001,8,7,19,6.202,-65.486,0.0,0.0,0.0,100.0,57.291,0.01
2001,8,7,20,6.145,-65.728,0.0,0.0,0.0,100.0,56.775,0.01
2001,8,7,21,6.03,-66.009,0.0,0.0,0.0,100.0,56.145,0.01
2001,8,7,22,5.888,-66.337,0.0,0.0,0.0,100.0,55.213,0.01
2001,8,7,23,5.696,-66.642,0.0,0.0,0.0,100.0,53.759,0.01
2001,8,8,0,5.505,-66.962,0.0,0.0,0.0,100.0,51.569,0.01
2001,8,8,1,5.336,-67.259,0.0,0.0,0.0,100.0,48.68,0.01
2001,8,8,2,5.171,-67.603,0.0,0.0,0.0,100.0,45.49,0.01
2001,8,8,3,5.024,-67.962,0.0,0.0,0.0,100.0,41.848,0.01
2001,8,8,4,4.883,-68.377,0.0,0.0,0.0,100.0,37.787,0.01
2001,8,8,5,4.834,-68.877,0.0,0.0,0.0,100.0,34.332,0.01
2001,8,8,6,4.842,-69.423,0.0,0.0,0.0,100.0,31.408,0.01
2001,8,8,7,4.873,-69.923,0.0,0.0,0.0,100.0,28.537,0.01
2001,8,8,8,4.902,-70.384,0.0,0.0,0.0,100.0,26.198,0.01
2001,8,8,9,4.93,-70.728,0.0,0.0,0.0,100.0,24.331,0.01
2001,8,8,10,4.948,-70.97,0.0,0.0,0.0,100.0,22.759,0.01
2001,8,8,11,4.956,-71.033,0.0,0.0,0.0,100.0,21.063,0.01
2001,8,8,12,5.008,-70.892,0.0,0.0,0.0,100.0,19.311,0.01
2001,8,8,13,5.065,-70.603,0.0,0.0,0.0,100.0,17.597,0.01
2001,8,8,14,5.095,-70.181,0.0,0.0,0.0,100.0,15.656,0.01
2001,8,8,15,5.078,-69.65,0.0,0.0,0.0,100.0,13.523,0.01
2001,8,8,16,5.029,-69.127,0.0,0.0,0.0,100.0,11.834,0.01
2001,8,8,17,4.986,-68.697,0.0,0.0,0.0,100.0,10.289,0.01
2001,8,8,18,4.794,-68.486,0.0,0.0,0.0,100.0,8.434,0.01
2001,8,8,19,4.726,-68.228,0.0,0.0,0.0,100.0,9.322,0.01
2001,8,8,20,4.794,-67.869,0.0,0.0,0.0,100.0,11.658,0.01
2001,8,8,21,4.919,-67.502,0.0,0.0,0.0,100.0,13.97,0.01
2001,8,8,22,5.112,-67.056,0.0,0.0,0.0,100.0,15.693,0.01
2001,8,8,23,5.329,-66.556,0.0,0.0,0.0,100.0,15.911,0.01
2001,8,9,0,5.534,-65.986,0.0,0.0,0.0,100.0,15.056,0.01
2001,8,9,1,5.72,-65.439,0.0,0.0,0.0,100.0,13.827,0.01
2001,8,9,2,5.825,-65.033,0.0,0.0,0.0,100.0,12.47,0.01
2001,8,9,3,5.832,-64.744,0.0,0.0,0.0,100.0,11.671,0.01
2001,8,9,4,5.79,-64.517,0.0,0.0,0.0,100.0,11.204,0.01
2001,8,9,5,5.775,-64.267,0.0,0.0,0.0,100.0,11.629,0.01
2001,8,9,6,5.823,-63.955,0.0,0.0,0.0,100.0,12.395,0.01
2001,8,9,7,5.941,-63.595,0.0,0.0,0.0,100.0,13.305,0.01
2001,8,9,8,6.099,-63.205,0.0,0.0,0.0,100.0,14.161,0.01
2001,8,9,9,6.267,-62.728,0.0,0.0,0.0,100.0,14.954,0.01
2001,8,9,10,6.422,-62.22,0.0,0.0,0.0,100.0,15.524,0.01
2001,8,9,11,6.567,-61.673,0.0,0.0,0.0,100.0,15.739,0.01
2001,8,9,12,6.698,-61.103,0.0,0.0,0.0,100.0,16.046,0.01
2001,8,9,13,6.792,-60.541,0.0,0.0,0.0,100.0,16.642,0.01
2001,8,9,14,6.881,-60.002,0.0,0.0,0.0,100.0,17.509,0.01
2001,8,9,15,6.957,-59.486,0.0,0.0,0.0,100.0,18.598,0.01
2001,8,9,16,7.026,-59.041,0.0,0.0,0.0,100.0,19.825,0.01
2001,8,9,17,7.134,-58.681,0.0,0.0,0.0,100.0,21.254,0.01
2001,8,9,18,7.283,-58.4,0.0,0.0,0.0,100.0,22.852,0.01
2001,8,9,19,7.383,-58.197,0.0,0.0,0.0,100.0,23.445,0.01
2001,8,9,20,7.512,-57.884,0.0,0.0,0.0,100.0,24.779,0.01
2001,8,9,21,7.701,-57.861,0.0,0.0,0.0,100.0,26.903,0.01
2001,8,9,22,7.804,-58.009,0.0,0.0,0.0,100.0,27.873,0.01
2001,8,9,23,7.826,-58.134,0.0,0.0,0.0,100.0,28.177,0.01
2001,8,10,0,7.828,-58.22,0.0,0.0,0.0,100.0,27.844,0.01
2001,8,10,1,7.77,-58.447,0.0,0.0,0.0,100.0,26.256,0.01
2001,8,10,2,7.59,-58.845,0.0,0.0,0.0,100.0,23.927,0.01
2001,8,10,3,7.509,-59.095,0.0,0.0,0.0,100.0,20.207,0.01
